,PropertyName,LocationAdvantages,Link
154,India Rashtra,"{'Dwarka Expy/Northern Peripheral Rd': '11 Meter', 'Dwarka expressway Basai crossing': '4.1 KM', 'Euro Intl School, Sector 37D, Gurugram': '4.1 KM', 'Garhi Harsaru Junction': '6.9 KM', 'The Esplanade Mall': '7.4 KM', 'Sethi Hospital': '9.4 KM', 'SGT University': '11.9 KM', 'The NorthCap University': '16.1 KM', 'Park Hospital': '12.1 KM', 'Omaxe Gurgaon Mall': '12.1 KM', 'Indira Gandhi Intl Airport': '28.5 KM'}",https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084
155,Vipul Tatvam Villa,"{'HDFC Bank': '43 mtrs', 'The Sixth Element School': '270 mtrs', 'K.R.Mangalam World School': '650 mtrs', 'Sushil Park': '400 mtrs', 'Peer Baba Ki Mazar': '400 mtrs', 'Punjab National Bank': '2.0 kms', 'CoNexus.Life B35': '160 mtrs', 'Medhaam Pre School & Daycare': '850 mtrs', 'Moksh Wellness Pvt Ltd.': '650 mtrs', 'Marriott Courtyard': '1.5 kms', 'Axis Bank': '1.4 kms', 'World Tech Park': '2.4 kms', 'Athena': '2.6 kms', 'Bharat Petroleum Petrol Pump': '2.6 kms', 'Star Mall': '2.3 kms'}",https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33
156,Orris Woodview Residencies,"{'Bamroli Cricket Ground': '1Km', 'Pataudi Road': '1Km', 'Sanskar Jyoti School': '1.1Km', 'Dwarka Expressway': '3Km', 'City Square': '3.2Km', 'Garhi Harsaru Junction': '4.3Km', 'Arc Multi Speciality Hospital': '4.3Km', 'NH-48': '5.1Km', 'SGT University': '10.1Km'}",https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297
157,Emaar MGF Palm Hills,"{'Narayana e Techno School': '2 Km', 'Sapphire 83 Mall': '3.4 Km', 'Hyatt Regency Gurgaon': '4.4 Km', 'Medeor Hospital, Manesar': '7.3 Km', 'De Adventure Park': '8.3 Km', 'Dwarka Expressway': '8.4 Km', 'DPG Institute of Technology': '8.9 Km', 'IMT Manesar': '10 Km', 'Sohna Road': '10.2 Km', 'Indira Gandhi International Airport': '29.5 Km'}",https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804
158,Vatika City,"{""Guls' Kitchen"": '1.1km', 'The Nook': '3.1km', 'Open Tap': '3km', 'Frescos': '3.3km', 'Subway': '3km', 'BOB ATM': '3km', 'PNB ATM': '3.1km', 'HDFC bank ATM': '1km', 'YES bank ATM': '3.3km', 'Citibank ATM': '1.9km', 'Gurugram Hospital': '2.5km', 'Ektaa Hospital': '2.1km', 'Park Hospital': '3km', 'Polaris Hospital': '4km', 'Govind Hospital': '3.6km'}",https://www.99acres.com/vatika-city-sector-49-gurgaon-npxid-r12222
159,DLF New Town Heights 1,"{'Manish Gallexie 91': '600 m', 'RHM Public School': '2.1 Km', 'Silver Streak Multi Speciality Hospital': '2.8 Km', 'Holiday Inn Gurugram': '3.2 Km', 'NH-8 IMT Manesar': '7.6 Km', 'Airport': '35.1 Km'}",https://www.99acres.com/dlf-new-town-heights-1-sector-90-gurgaon-npxid-r62
160,Vatika Gurgaon 21,"{'Vatika Sector Road': '1.4 KM', 'Euro International School, Sec 84': '1.6 KM', 'Sapphire 83 Mall': '1.7 KM', 'Gurgaon - Delhi Expy': '2.9 KM', 'Dwarka Expy': '3 KM', 'Aarvy Healthcare Super Speciality': '4.7 KM', 'Garhi Harsaru Junction': '8.4 KM', 'DPG Degree College': '10.4 KM', 'Huda Metro Station (Gurugram)': '18.1  KM', 'Indira Gandhi Intl Airport': '28 KM'}",https://www.99acres.com/vatika-gurgaon-21-sector-83-gurgaon-npxid-r1166
161,Signature The Roselia,"{'Yaduvanshi Shiksha Niketan': '2.6 Km', 'Newtown Square Mall': '3 Km', 'Aarvy Healthcare': '4.7 Km', 'Pataudi Road': '4.8 Km', 'National Tennis Academy': '4.9 Km', 'Holiday Inn Sector 90': '5.6 Km', 'Gurugram University Sector 87': '6.5 Km', 'Dwarka Expressway': '6.9 Km', 'IMT Manesar': '9.1 Km', 'NH-48': '9.4 Km', 'Indira Gandhi International Airport': '32.7 Km', 'CNG Petrol Pump': '850 m'}",https://www.99acres.com/signature-the-roselia-sector-95a-gurgaon-npxid-r270741
162,Vatika Independent Floors,"{'Sapphire 83 Mall': '1 Km', 'Miracles Apollo Cradle/Spectra Hospital': '1.5 Km', 'Vivek Model School': '2 Km', 'Delhi Jaipur Expressway': '2 Km', 'Dwarka Expressway Link Road': '2 Km', 'Hyatt Regency Gurgaon': '3 Km', ""McDonald's India 24 Hours"": '4.5 Km', 'Singhania University, Manesar': '9.5 Km'}",https://www.99acres.com/vatika-independent-floors-sector-82-gurgaon-npxid-r27152
163,Adani Tatva Estates,"{'Garhi Budhera Road': '3.2 KM', 'Euro International School': '3.3 KM', 'Dwarka Expy': '4 KM', 'The Esplanade Mall': '5.2 KM', 'Shri Balaji’s Multispeciality Hospital': '5.5 KM', 'Aarvy Healthcare Super Speciality': '8 KM', 'Iris Broadway Gurugram': '8.1 KM', 'Farrukh Nagar Railway Station': '15.8 KM', 'Indira Gandhi Intl Airport': '32.7 KM'}",https://www.99acres.com/adani-tatva-estates-sector-99a-gurgaon-npxid-r405543
164,Emaar Palm Gardens,"{'iGrow Montessori Play School': '1.8 Km', 'Matrikiran High School': '1.2 Km', 'Badsa AMS Hospital': '1.7 Km', 'Hyatt Regency': '3.2 Km', 'GlobalHealthcare Multispeciality': '1.6 Km', 'Cricket Academy': '1.3 Km', ""V'Lante Mall"": '1.5 Km', 'Nakhrola Stadium': '4.6 Km', 'NH 48 Gurugram': '6.8 Km', 'Patli Railway Station': '18.5 Km', 'Indira Gandhi International Airport': '28.5 Km'}",https://www.99acres.com/emaar-palm-gardens-sector-83-gurgaon-npxid-r1080
165,Pareena Mi Casa,"{'Sohna Road': '1 Km', 'V Club': '3.4 Km', 'Airia Mall': '3.7 Km', 'The Vivekananda School': '3.8 Km', 'Radisson Hotel Gurugram Sohna Road': '4.7 Km', 'Fitso Sector 48 Spuddy, Badminton': '4.7 Km', 'Golden Greens Golf & Resorts': '6.7 Km', 'Gurugram University': '7 Km', 'Hong Kong Bazaar': '7.6 Km', 'SCC Drive-In Cinema': '7.7 Km', 'W Pratiksha Hospital': '7.9 Km', 'Delhi Jaipur Expressway': '8 Km', 'Sector 55-56 Metro Station': '9 Km', 'SkyJumper Trampoline Park': '9.8 Km', 'Indira Gandhi International Airport': '27.8 Km'}",https://www.99acres.com/pareena-mi-casa-sector-68-gurgaon-npxid-r22804
166,The Close North,"{'Lotus Valley International School': '700 Meter', 'Golf Course Ext Road': '1.1 KM', 'Eros City Square': '2.6 KM', 'Park Hospital': '2.8 KM', 'Sector 55-56 Metro Station': '4.4 KM', 'Badshapur Sohna Highway': '5.4 KM', 'Sushant University': '6 KM', 'Basai Dhankot Railway Station': '14.5 KM', 'Indira Gandhi Intl Airport': '22.5 KM'}",https://www.99acres.com/the-close-north-nirvana-country-gurgaon-npxid-r10626
167,Emaar The Palm Springs,"{'Golf Course Rd': '160 Meter', 'Sanar International Hospital': '1.3 KM', 'Central Plaza Mall': '1.7 KM', 'Sector 53-54 Metro Station': '2 KM', 'Sushant University': '2.5 KM', 'Lancers International School': '3.2 KM', 'DLF Golf and Country Club': '5.3 KM', 'Gurgaon - Delhi Expy': '10.8 KM', 'Indira Gandhi Intl Airport': '16.8 KM'}",https://www.99acres.com/emaar-the-palm-springs-sector-54-gurgaon-npxid-r12084
168,BPTP Park Serene,"{'Signature Hospital': '650 Mtrs', 'Bharat Singh fuel company': '700 Mtrs', 'Suncity School': '900 Mtrs', 'YES Bank ATM': '1.1 Km', 'Basai Enclave Park': '1.2 Km', 'CANARA BANK': '1.3 Km', 'Bank Of Baroda ATM': '1.3 Km', 'The Holy Kingdom Public School': '1.9 Km', 'Shiv Mandir': '2 Km', 'Open gym garden': '2.2 Km', 'KFG sports club Parking': '4.Km', 'ESIC HOSPITAL': '4.2 Km', 'Sector 37 Police Station': '4.9 Km', 'Alfaa Health Care Hospital': '5.9 Km', 'Gurgaon Railway Station': '8.1 Km'}",https://www.99acres.com/bptp-park-serene-sector-37d-gurgaon-npxid-r128
169,Orchid IVY Floors,"{'Euro Intl School Sec-51': '1.2 KM', 'Mall Fifty One': '1.4 KM', 'Park Hospital': '2.1 KM', 'Gurugram University': '2.2 KM', 'Ardee Mall': '3.2 KM', 'SkyJumper Trampoline Park Gurgaon': '3.6 KM', 'Huda Metro Station (Gurugram)': '4.8 KM', 'NH 8, Sector 15 Part 2': '5.1 KM', 'Indira Gandhi Intl Airport': '19 KM'}",https://www.99acres.com/orchid-ivy-floors-sector-51-gurgaon-npxid-r396842
170,ILD Greens,"{'K.D. Hospital': '0.75 Km', 'Green Field Public School': '1.1 Km', 'The Esplanade Mall': '1.3 Km', 'Gurgaon Road': '1.5 Km', 'Sunrise University': '2.7 Km', 'Delhi Jaipur Expressway': '3.5 Km', 'infinity Business Park': '8.6 Km', 'Gurgaon Railway Station': '8.7 Km', 'Indira Gandhi International Airport': '23.2 Km'}",https://www.99acres.com/ild-greens-sector-37c-gurgaon-npxid-r145
171,Godrej Icon,"{""Saint Paul's School"": '1.8 Km Away', 'Indus valley Public School': '3.4 Km Away', 'MDS Public School': '4.9 Km Away', 'Genesis Hospital': '3.4 Km Away', 'Shri Balaji’s Multispeciality Hospital': '7 Km Away', 'Signature Super Speciality Hospital': '6.2 Km Away', 'Gurugram University': '15 Km Away', 'Hyatt Regency Gurgaon': '8.8 Km Away', 'Harsaru Village Bus Stop': '1.1 Km Away', 'Garhi Harsaru Junction': '3.2 Km Away', 'Health care pharmacy': '4.3 Km Away', 'Jadon Pharmacy': '5 Km Away', 'JMS Crosswalk': '3.1 Km Away', 'Essar Petrol Pump': '1.1 Km Away', 'Axis Bank ATM': '750 m Away'}",https://www.99acres.com/godrej-icon-sector-88a-gurgaon-npxid-r123001
172,Orris Aster Court Premier,"{'The Heritage Pride Modern School': '3 Minute', 'Genesis Hospital': '4 Minute', 'National Highway 8': '5 Minute', 'Bharat Ram Global School': '5 Minute', 'SS Omnia Mall': '7 Minute', 'RPS International School': '7 Minute', 'Miracles Apollo Cradle / Spectra': '8 Minute', 'Silver Streak Multi Speciality': '8 Minute', 'Gurgaon Toll': '10 Minute', 'Propose Metro Station': '10 Minute', 'Delhi Public School': '10 Minute', 'Matrikiran High School': '10 Minute', 'Rajiv Chowk': '20 Minute', 'Lions Public School': '20 Minute', 'IGI Airport': '35 Minute'}",https://www.99acres.com/orris-aster-court-premier-sector-85-gurgaon-npxid-r304099
173,M3M Latitude,"{'M3M Cosmopolitan': '800 Metre', 'M3M International Financial Center (IFC)': '1.1 Km', ""St. Xavier's High School"": '1.1 Km', 'Badshahpur Sohna Rd Hwy, Haryana': '4.1 KM', 'Holiday Inn Express Gurugram Sec 50': '3.8 KM', 'Gurugram University': '4.3 Km', 'Medanta -The Medicity': '6 Km', 'Sector 55-56 Metro Station': '6.3 Km', 'NH 48, Sector 78': '12.6 KM'}",https://www.99acres.com/m3m-latitude-sector-65-gurgaon-npxid-r63915
174,Emaar MGF Emerald Estate,"{'Sector 53-54 Metro Station': '500 Meter', 'Lancers International School': '850 Meter', 'Golf Course Road': '23 Meter', 'Paras Hospitals, Gurgaon': '1.8 KM', 'Central Plaza Mall': '2.1 KM', 'DLF Golf and Country Club': '3 KM', 'NH 148A': '7.7 KM', 'Indira Gandhi Intl Airport': '14.5 KM'}",https://www.99acres.com/emaar-mgf-emerald-estate-sector-65-gurgaon-npxid-r618
175,Green Court,"{'ICICI ATM': '850 Meter', 'Sai Sports Club cricket ground': '1.2 KM', 'Silver Streak Hospital': '1.4 KM', 'Gurukul Preschool': '1.6 KM', 'Yaduvanshi Shiksha Niketan': '1.8 KM', 'HP PETROL PUMP Unnamed Rd': '2.6 KM', 'INOX Cinema': '2 KM', 'Bharat Ram Global School': '2.2 KM', 'HDFC Bank': '2.2 KM', 'Nawada Cricket Accadmy': '2.4 KM', 'Arc Multi Speciality': '2.5 KM', 'Sanjeevani Hospital': '2.6 KM', 'Baba Kanala Chowk': '3.3 KM', 'RPS International School': '3.6 KM', 'Pataudi Rd': '5.7 KM'}",https://www.99acres.com/green-court-sector-90-gurgaon-npxid-r98486
176,TARC Maceo,"{'Silver Streak Multi Speciality Hospital': '1.3 Km', 'Rao Bharat Singh International School': '1.8 Km', 'Holiday Inn Sector 90': '2.1 Km', 'Manish Gallexie 91': '2.2 Km', 'IMT Manesar': '5.2 Km', 'National Tennis Academy': '5.8 Km', 'Manesar Golf Course': '5.9 Km', 'Dwarka Expressway': '6.2 Km', 'Dronacharya College of Engineering': '9.2 Km', 'Indira Gandhi International Airport': '34.3 Km'}",https://www.99acres.com/tarc-maceo-sector-91-gurgaon-npxid-r7810
177,Raheja Vanya,"{'Raheja Mall': '240 Meter', 'Park Hospital': '1.8 KM', 'Badshahpur Sohna Rd Hwy': '3.6 KM', 'Netaji Subhash Marg': '3.7 KM', 'Euro International School, sector- 51': '4.7 KM', 'Sealdah Railway Station': '6.5 KM', 'Huda Metro Station': '8.1 KM', 'Sushant University': '9.1 KM', 'Indira Gandhi Intl Airport': '21.5 KM'}",https://www.99acres.com/raheja-vanya-sector-99a-gurgaon-npxid-r184557
178,Paras Ekam Homes,"{'NH 248 A': '2 mins drive', 'KMP Expressway': '15 mins drive', 'Golf Course Road': '20 mins drive', 'NH 248': '20 mins drive', 'Faridabad': '35 mins drive', 'IGI Airport': '45 mins drive', 'Rajiv Chowk': '20 mins drive', 'Delhi-Mumbai Expressway': 'in proximity', 'IMT Sohna': 'closeby', 'Kundli Manesar Palwal Expressway': 'closeby', 'GD Goenka World School': 'closeby', 'KR Mangalam': 'closeby', 'SCJ Academy': 'closeby', 'Taj': 'in close proximity', 'Damdama Lake': 'in close proximity'}",https://www.99acres.com/paras-ekam-homes-sohna-gurgaon-npxid-r338225
179,Landmark The Homes 81,"{""St. Xavier's High School"": '1.6 km', 'Genesis Hospital': '3.4 km', 'Vatika Town Square-INXT': '3.9 km', 'Dwarka Expressway': '5.7 km', 'Patli Railway Station': '12.2 km', 'DPG Degree College': '12.6 km', 'Huda Metro Station (Gurugram)': '20.4 km', 'Indira Gandhi International Airport': '30.3 km'}",https://www.99acres.com/landmark-the-homes-81-sector-81-gurgaon-npxid-r379705
180,ROF Normanton Park,"{'Sohna Road': '0.1 Km', 'Ascendas OneHub Gurgaon Business Park': '2.2 Km', 'K.R. Mangalam University': '4.7 Km', 'GD Goenka High School': '5.3 Km', 'Country Inn & Suites By Radisson': '5.9 Km', 'Sohna Bus Stand': '7.6 Km', 'Vardaan Hospital': '7.6 Km', 'Damdama Lake': '8.8 Km', 'Airia Mall': '8.9 Km'}",https://www.99acres.com/rof-normanton-park-sohna-gurgaon-npxid-r386250
181,Corona Greens,"{'Badshahpur Sohna Rd Hwy, Rajoria Ngr': '2.6 KM', 'Vardaan Hospital & Trauma Centre': '2.9 KM', 'GD Goenka University, Gurugram': '4.7 KM', 'GD Goenka World School': '5.4 KM', 'Global City Centre Mall': '6.8 KM', 'Indira Gandhi Intl Airport': '40.9 KM'}",https://www.99acres.com/corona-greens-sohna-gurgaon-npxid-r348231
182,Umang Winter Hills,"{'Jhankar Senior Secondary School': '1.2 Km', 'Delhi Jaipur Expressway': '2.5 Km', 'Miracles Apollo Hospital': '4.5 Km', 'Hyatt Regency Gurgaon': '5.2 Km', 'Entertainland Mall': '5.5 Km', 'Aravalli Hills': '6.5 Km', 'Eros Corporate Park': '6.6 Km', 'Singhania University, Manesar': '9.5 Km', 'Garhi Harsaru Junction': '10.5 Km', 'Indira Gandhi International Airport': '31.5 Km'}",https://www.99acres.com/umang-winter-hills-sector-77-gurgaon-npxid-r1614
183,Puri Diplomatic Greens,"{'Dwarka Expressway': '0.3 Km', 'Metro Hospital, Palam Vihar': '1.5 Km', 'Delhi': '2 Km', 'Red Roses Public School': '3.5 Km', 'The NorthCap University': '4.5 Km', 'Gurgaon Dreamz Mall': '7 Km', 'Delhi Jaipur Highway': '8 Km', 'The Oberoi, Gurgaon': '9 Km', 'Dwarka Sector 21 Metro Station': '10 Km', 'Indira Gandhi International Airport': '15 Km'}",https://www.99acres.com/puri-diplomatic-greens-sector-111-gurgaon-npxid-r1350
184,Silverglades Hightown Residences,"{'Iffco Chowk Metro Station': '1.3 Km', 'Galleria Market': '1.4 Km', 'Kingdom of Dreams': '1.7 Km', 'Fortis Memorial Research Institute': '2.3 Km', 'Appu Ghar Water Park': '2.8 Km', 'The Westin Hotel': '3.1 Km', 'Shiv Nadar School': '4.3 Km', 'Mehrauli-Gurgaon Rd': '4.4 Km', 'DLF Golf and Country Club': '4.5 Km', 'Gurugram University': '7.8 Km', 'PVR Drive in Theatre': '10.6 Km', 'Duke Horse Riding Club': '11.2 Km', 'Surajgarh Gurgaon': '12.5 Km', 'Indira Gandhi International Airport': '16.1 Km'}",https://www.99acres.com/silverglades-hightown-residences-sushant-lok-phase-1-gurgaon-npxid-r370204
185,Pioneer Park,"{'Hong Kong Bazaar': '1.6 Km', 'W Pratiksha Hospital': '1.9 Km', 'AIPL Business Club': '2.2 Km', 'Golf Course Ext Rd': '2.8 Km', 'Sector 55-56 Rapid Metro': '3 Km', 'PVR Drive In Theatre': '3.4 Km', 'Gurugram University': '4.5 Km', 'Duke Horse Riding Club': '5.2 Km', 'Surajgarh Gurgaon': '5.6 Km', 'Pathways School Gurgaon': '6.9 Km', 'Radisson Hotel Gurugram': '7.6 Km', 'SkyJumper Trampoline Park': '8.2 Km', 'DLF Golf and Country Club': '10.3 Km', 'Indira Gandhi International Airport': '20.4 Km'}",https://www.99acres.com/pioneer-park-sector-61-gurgaon-npxid-r45994
186,Anant Raj Ashok Estate,"{'Paras Trinity Mall': '2.3 KM', 'Heritage Xperiential Learning School': '3 KM', 'W Pratiksha Hospital': '3.6 KM', 'Sector 55-56 Metro Station': '3.7 KM', 'BM College of Technology & Mgmt': '9.6 KM', 'NH 248A': '11.4 KM', 'Indira Gandhi Intl Airport': '23.1 KM'}",https://www.99acres.com/anant-raj-ashok-estate-sector-63a-gurgaon-npxid-r396054
187,Paras Dews,"{'NeoSquare Shopping Mall': '1.3 Km', 'Glorious World School': '1.9 Km', 'Chirag Hospital': '2.4 Km', 'Hamoni Golf Camp': '8.5 Km', 'Country Inn & Suites by Radisson': '7.9 Km', 'SkyJumper Trampoline Park': '10.6 Km', 'DPG Institute of Technology': '11.8 Km', 'MG Road Metro Station': '11.4 Km', 'Indira Gandhi International Airport': '19.4 Km', 'Gurgaon': '2.9 Km', 'Dwarka Expressway': '1.7 Km'}",https://www.99acres.com/paras-dews-sector-106-gurgaon-npxid-r28300
188,Ireo The Corridors,"{'Lovely Public School': '2.9 Km', 'Southern Peripheral Road': '3.7 Km', 'Paras Trinity Mall': '3.7 Km', 'KIIT College of Engineering': '4.1 Km', 'PVR Drive in Theatre': '5.6 Km', 'De Adventure Park': '6 Km', 'Lemon Tree Hotel, Sohna Road': '6.6 Km', 'AIPL Business Centre': '9.8 Km', 'Huda Metro Station (Gurugram)': '9.9 Km', 'Teri Golf Course': '12.7 Km', 'Indira Gandhi International Airport': '24.8 Km', 'Radisson Hotel': '5.8 km'}",https://www.99acres.com/ireo-the-corridors-sector-67a-gurgaon-npxid-r6670
189,Assotech Blith,"{'Signature Advanced Hospital': '2.2 Km', 'Gurugram Global Heights School': '3.8 Km', 'Dwarka Expressway': '4 Km', 'Ramgarh Farms & Resort': '7 Km', 'iON Digital Zone, Gurgaon': '8.2 Km', 'DPG Institute of Technology': '8.3 Km', 'Holiday Inn Gurugram Sector 90': '9 Km', 'SkyJumper Trampoline Park': '10.1 Km', 'Huda Metro Station (Gurugram)': '13.7 Km', 'IMT Manesar': '14.4 Km', 'Indira Gandhi International Airport': '26.5 Km'}",https://www.99acres.com/assotech-blith-sector-99-gurgaon-npxid-r3090
190,Bestech Park View Sanskruti,"{'Sapphire 93 Mall': '1.2 Km', 'Holiday Inn Sector 90': '2 Km', 'Aarvy Healthcare Hospital': '3.6 Km', 'RPS International School Sector 89': '3.7 Km', 'National Tennis Academy Sector 98': '5.3 Km', 'Dwarka Expressway': '5.8 Km', 'NH-8, Imt Manesar': '6.4 Km', 'DPG Institute of Technology': '15.4 Km', 'De Adventure Park': '16.6 Km', 'Western Peripheral Expressway': '18.2 Km', 'Indira Gandhi International Airport': '34.2 Km'}",https://www.99acres.com/bestech-park-view-sanskruti-sector-92-gurgaon-npxid-r4600
191,Signature Global the Millennia,"{'Signature tower': '12 Km', 'Jharsha Chowk': '9 Km', 'Hero Honda Chowk': '5 Km', 'Rajiv Chowk': '8 Km', 'Umang Bhawaj Chawk': '2 Km', 'IMT Manesar': '13 Km', 'NH 8': '5 Km', 'Delhi': '10 Km', 'Dwarka Expressway': '2.5 Km', 'Gurgaon Railway Station': '9.3 Km', 'Basai Dhancourt Railway Station': '2 Km', 'AIIMS Jhajjar': '15 Km', 'Vedic Hospital': '3.2 Km', 'Balaji Hospital': '6.4 Km', 'SGT Medical College': '11.1 Km'}",https://www.99acres.com/signature-global-the-millennia-sector-37d-gurgaon-npxid-r275989
192,Orchid Island,"{'Artemis Hospital': '1.1Km', 'Garima Public School': '1.6Km', 'Gurugram University': '2.6Km', 'Tigra Market': '2.8Km', 'Imperfecto Patio': '2.8Km', 'ISKCON Temple': '3.5km', 'APJ Abdul Kalam Park': '3.9Km', 'Rapid Metro Sector 55-56': '4.9Km', 'IGI Airport': '21.8Km'}",https://www.99acres.com/orchid-island-sector-51-gurgaon-npxid-r8010
193,Ramprastha The Edge Towers,"{'Ramprastha Police Post': '550 meters', 'Taxila cricket ground': '2.2 kms', 'MDS Public School': '5.8 kms', 'St Pauls School': '8.5 kms', 'Bharat Singh fuel company': '2.5 kms', 'Basai Enclave Park': '3.0 kms', 'Edge towers tennis court': '400 meters', 'SGT UHTC Basai': '3.4 kms', 'CANARA BANK': '5.4 kms', 'Suncity School': '2.3 kms', 'Hanuman & Shani Mandir': '3.7 kms', 'K.D. Hospital': '3.2 kms', 'KFG Sports Club': '5.2 kms', 'IndusInd Bank ATM': '6.9 kms', 'State Bank of India': '6.8 kms'}",https://www.99acres.com/ramprastha-the-edge-towers-sector-37d-gurgaon-npxid-r159
194,Pyramid Spring Valley,"{'Sohna Road': '0.1 Km', 'GD Goenka High School': '1.3 Km', 'Vardaan Hospital': '3.7 Km', 'Sohna Bus Stand': '3.7 Km', 'K.R. Mangalam University': '4.4 Km', 'Country Inn & Suites By Radisson': '9.1 Km', 'Damdama Lake': '10.5 Km', 'Western Peripheral Expressway': '11.8 Km', 'Airia Mall': '12 Km', 'Indira Gandhi International Airport': '35.8 Km'}",https://www.99acres.com/pyramid-spring-valley-sohna-gurgaon-npxid-r338595
195,Bestech Park View Ananda,"{'Miracles Apollo Cradle /Spectra Hospital': '0.8 Km', ""St. Xavier's High School"": '1.9 Km', 'Sapphire 83 Mall': '2.1 Km', 'Heritage Village Resort & Spa': '3.6 Km', 'Dwarka Expressway': '6.3 Km', 'Metro Station Kankrola sec 87': '6.8 Km', 'IMT Manesar': '7.7 Km', 'National Tennis Academy': '10.4 Km', 'SkyJumper Trampoline Park': '13.1 Km', 'Indira Gandhi International Airport': '29.6 Km'}",https://www.99acres.com/bestech-park-view-ananda-sector-81-gurgaon-npxid-r6464
196,Mapsko Casa Bella,"{'Vatika City Centre Mall': '2.9 Km', 'Aarvy Healthcare': '4 Km', 'Holiday Inn Gurugram': '4.4 Km', 'Broadways International School': '4.8 Km', 'Imt Manesar': '10 Km', 'DPG Institute of Technology': '10.5 Km', 'Pataudi Road': '11 Km', 'Sultanpur National Park': '12.9 Km', 'HUDA Mini Golf Course': '13.5 Km', 'SkyJumper Trampoline Park': '14.2 Km', 'Indira Gandhi International Airport': '28.2 Km'}",https://www.99acres.com/mapsko-casa-bella-sector-82-gurgaon-npxid-r158
197,Mahindra Aura,"{'Dwarka Expy, Block D, New Palam Vihar': '2 KM', 'Park Hospital, Palam Vihar': '2.2 KM', 'Red Roses Public School': '2.4 KM', 'Global Foyer Mall,  Palam Vihar': '3.3 KM', 'The NorthCap University': '4 KM', 'Indira Gandhi Intl Airport': '16.9 KM'}",https://www.99acres.com/mahindra-aura-sector-110-a-gurgaon-npxid-r722
198,Godrej Air,"{'Sector 86 Road': '3 KM', 'Dwarka Expy': '3.4 KM', 'Euro International School': '3.8 KM', 'Sapphire 83 Mall': '4.4 KM', 'Garhi Harsaru Junction': '5.5 KM', 'Shri Balaji’s Multispeciality Hospital': '10.2 KM', 'Sushant University': '19.8 KM', 'Indira Gandhi Intl Airport': '29.2 KM'}",https://www.99acres.com/godrej-air-sector-85-gurgaon-npxid-r320141
199,Conscient Habitat,"{'Dwarka Expressway': 'In close proximity', 'NH8': 'In close proximity'}",https://www.99acres.com/conscient-habitat-sector-99a-gurgaon-npxid-r376695
200,Conscient Heritage Max,"{'Gurugram Road': '220 Meter', 'Ocus Medley Mall': '700 Meter', 'Dwarka Expy': '1.3 KM', 'Basai Dhankot Railway Station': '1.6 KM', 'Prime Scholars International School': '2.9 KM', 'The Signature Advanced Super Speciality': '3.3 KM', 'The Esplanade Mall': '4.4 KM', 'Nehru Stadium': '6.6 KM', 'DPG Degree College': '7.6 KM', 'SkyJumper Trampoline Park Gurgaon': '11.3 KM', 'Holiday Inn Gurugram Sector 90': '11.9 KM', 'Hamoni Golf Camp': '13.1 KM', 'Huda Metro Station': '13.9 KM', 'Altrade Business Centre': '15.9 KM', 'Indira Gandhi Intl Airport': '25.3 KM'}",https://www.99acres.com/conscient-heritage-max-sector-102-gurgaon-npxid-r4050
201,Vipul Belmonte,"{'Sanar International Hospital': '0.5 Km', 'Central Plaza Mall': '0.5 Km', 'Sector 53/54 Metro Station': '0.7 Km', 'Golf Course Road': '1.3 Km', 'Lancers International School': '1.9 Km', 'IILM University, Gurugram': '3.7 Km', 'DLF Golf and Country Club': '4.1 Km', 'DoubleTree by Hilton Hotel': '4.3 Km', ""Oyster's Water Park"": '5.8 Km', 'Vatika Business Centre': '10 Km', 'Indira Gandhi International Airport': '15.5 Km'}",https://www.99acres.com/vipul-belmonte-sector-53-gurgaon-npxid-r12228
202,Unitech The Residences,"{'Yaduvanshi Shiksha Niketan': '0.55 Km', 'Sohna Road': '1.2 Km', 'SkyJumper Trampoline Park': '1.8 Km', 'Raheja Mall': '2 Km', 'Orchid Business Park': '2 Km', 'Delhi Gurgaon Expressway': '3.2 Km', 'Medanta The Medicity': '3.4 Km', 'Tau DeviLal Sports Complex': '4 Km', 'Huda Metro Station': '6.6 Km', 'Appu Ghar': '7.5 Km', 'Sushant University': '9.9 Km', 'The Westin Gurgaon': '10.6 Km', 'Indira Gandhi International Airport': '19.6 Km'}",https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508
203,ILD Grand,"{'K.D. Hospital': '550 Meter', 'Green Field Public School': '750 Meter', 'The Esplanade Mall': '1.4 KM', 'Dwarka Expy, Sector 88': '2.5 KM', 'SGT UNIVERSITY': '11.3 KM', 'Indira Gandhi Intl Airport': '25.9 KM'}",https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362
204,Signature Global Solera 2,"{'Dwarka Expressway': '2 Minutes', 'IGI Airport': '10 Minutes', 'Delhi': '5 Minutes'}",https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621
